disease,food_name,combination
Laryngeal paralysis,Salmon & Sweet potato Bowl with Blueberries,"Salmon, Sweet potato, Blueberries"
Laryngeal paralysis,Sardines & Spinach Bowl with Blueberries,"Sardines, Spinach, Blueberries"
Laryngeal paralysis,Salmon & Spinach with Sunflower seeds,"Salmon, Spinach, Sunflower seeds"
Laryngeal paralysis,Salmon with Spinach & Broccoli,"Salmon, Spinach, Broccoli"
Scotty cramp,Turkey & Spinach Brown Rice Bowl,"Turkey, Spinach, Brown rice"
Scotty cramp,Turkey & Spinach Oat Porridge,"Turkey, Spinach, Oats"
Scotty cramp,Chicken & Brown rice Bowl,"Chicken, Brown rice"
Scotty cramp,Chicken & Oats Porridge,"Chicken, Oats"
Scotty cramp,Eggs & Brown rice Bowl,"Eggs, Brown rice"
Scotty cramp,Eggs & Oats Porridge,"Eggs, Oats"
Scotty cramp,Salmon & Brown rice Bowl,"Salmon, Brown rice"
Scotty cramp,Salmon & Oats Porridge,"Salmon, Oats"
Scotty cramp,Sardines & Brown rice Bowl,"Sardines, Brown rice"
Scotty cramp,Sardines & Oats Porridge,"Sardines, Oats"
Scotty cramp,Mackerel & Brown rice Bowl,"Mackerel, Brown rice"
Scotty cramp,Mackerel & Oats Porridge,"Mackerel, Oats"
Scotty cramp,Chicken & Spinach Brown Rice Bowl,"Chicken, Spinach, Brown rice"
Scotty cramp,Turkey & Spinach Bowl with Banana,"Turkey, Spinach, Banana"
Scotty cramp,Chicken & Spinach Oat Porridge,"Chicken, Spinach, Oats"
Shaker dog syndrome,Turkey & Spinach Brown Rice Bowl,"Turkey, Spinach, Brown rice"
Shaker dog syndrome,Turkey & Spinach Oat Porridge,"Turkey, Spinach, Oats"
Shaker dog syndrome,Chicken & Sweet potato Brown Rice Bowl,"Chicken, Sweet potato, Brown rice"
Shaker dog syndrome,Chicken & Sweet potato Oat Porridge,"Chicken, Sweet potato, Oats"
Shaker dog syndrome,Eggs & Brown rice Bowl,"Eggs, Brown rice"
Shaker dog syndrome,Eggs & Oats Porridge,"Eggs, Oats"
Shaker dog syndrome,Salmon & Brown rice Bowl,"Salmon, Brown rice"
Shaker dog syndrome,Salmon & Oats Porridge,"Salmon, Oats"
Shaker dog syndrome,Sardines & Brown rice Bowl,"Sardines, Brown rice"
Shaker dog syndrome,Sardines & Oats Porridge,"Sardines, Oats"
Shaker dog syndrome,Mackerel & Brown rice Bowl,"Mackerel, Brown rice"
Shaker dog syndrome,Mackerel & Oats Porridge,"Mackerel, Oats"
Shaker dog syndrome,Turkey & Sweet potato Brown Rice Bowl,"Turkey, Sweet potato, Brown rice"
Shaker dog syndrome,Chicken & Spinach Brown Rice Bowl,"Chicken, Spinach, Brown rice"
Shaker dog syndrome,Turkey & Spinach Bowl with Banana,"Turkey, Spinach, Banana"
Myasthenia gravis,Salmon with Spinach & Sweet potato,"Salmon, Spinach, Sweet potato"
Myasthenia gravis,Salmon & Spinach with Sunflower seeds,"Salmon, Spinach, Sunflower seeds"
Myasthenia gravis,Sardines & Sweet potato with Sunflower seeds,"Sardines, Sweet potato, Sunflower seeds"
Myasthenia gravis,Sardines with Spinach & Sweet potato,"Sardines, Spinach, Sweet potato"
Myasthenia gravis,Salmon & Sardines Stew with Spinach,"Salmon, Sardines, Spinach"
Myasthenia gravis,Salmon & Spinach with Brazil nuts,"Salmon, Spinach, Brazil nuts"
Myasthenia gravis,Salmon & Sweet potato with Sunflower seeds,"Salmon, Sweet potato, Sunflower seeds"
Myasthenia gravis,Sardines & Spinach with Sunflower seeds,"Sardines, Spinach, Sunflower seeds"
Myasthenia gravis,Mackerel with Spinach & Sweet potato,"Mackerel, Spinach, Sweet potato"
Myasthenia gravis,Salmon & Sardines Stew with Sweet potato,"Salmon, Sardines, Sweet potato"
Myasthenia gravis,Salmon & Mackerel Stew with Spinach,"Salmon, Mackerel, Spinach"
Myasthenia gravis,Salmon & Sweet potato with Brazil nuts,"Salmon, Sweet potato, Brazil nuts"
Myasthenia gravis,Sardines & Spinach with Brazil nuts,"Sardines, Spinach, Brazil nuts"
Myasthenia gravis,Mackerel & Spinach with Sunflower seeds,"Mackerel, Spinach, Sunflower seeds"
Myasthenia gravis,Herring with Spinach & Sweet potato,"Herring, Spinach, Sweet potato"
Chiari-like malformation (CM) and syringomyelia (SM),Salmon & Spinach Brown Rice Bowl,"Salmon, Spinach, Brown rice"
Chiari-like malformation (CM) and syringomyelia (SM),Salmon & Spinach Oat Porridge,"Salmon, Spinach, Oats"
Chiari-like malformation (CM) and syringomyelia (SM),Sardines & Sweet potato Brown Rice Bowl,"Sardines, Sweet potato, Brown rice"
Chiari-like malformation (CM) and syringomyelia (SM),Sardines & Sweet potato Oat Porridge,"Sardines, Sweet potato, Oats"
Chiari-like malformation (CM) and syringomyelia (SM),Mackerel & Brown rice Bowl,"Mackerel, Brown rice"
Chiari-like malformation (CM) and syringomyelia (SM),Mackerel & Oats Porridge,"Mackerel, Oats"
Chiari-like malformation (CM) and syringomyelia (SM),Beef liver & Brown rice Bowl,"Beef liver, Brown rice"
Chiari-like malformation (CM) and syringomyelia (SM),Beef liver & Oats Porridge,"Beef liver, Oats"
Chiari-like malformation (CM) and syringomyelia (SM),Eggs & Brown rice Bowl,"Eggs, Brown rice"
Chiari-like malformation (CM) and syringomyelia (SM),Eggs & Oats Porridge,"Eggs, Oats"
Chiari-like malformation (CM) and syringomyelia (SM),Salmon & Sweet potato Brown Rice Bowl,"Salmon, Sweet potato, Brown rice"
Chiari-like malformation (CM) and syringomyelia (SM),Sardines & Spinach Brown Rice Bowl,"Sardines, Spinach, Brown rice"
Chiari-like malformation (CM) and syringomyelia (SM),Salmon & Sweet potato Oat Porridge,"Salmon, Sweet potato, Oats"
Chiari-like malformation (CM) and syringomyelia (SM),Sardines & Spinach Oat Porridge,"Sardines, Spinach, Oats"
Chiari-like malformation (CM) and syringomyelia (SM),Mackerel & Spinach Brown Rice Bowl,"Mackerel, Spinach, Brown rice"
Megaesophagus,Beef liver with Spinach & Sweet potato,"Beef liver, Spinach, Sweet potato"
Megaesophagus,Beef liver & Spinach with Sunflower seeds,"Beef liver, Spinach, Sunflower seeds"
Megaesophagus,Sardines & Sweet potato with Sunflower seeds,"Sardines, Sweet potato, Sunflower seeds"
Megaesophagus,Sardines with Spinach & Sweet potato,"Sardines, Spinach, Sweet potato"
Megaesophagus,Beef liver & Sardines Stew with Spinach,"Beef liver, Sardines, Spinach"
Megaesophagus,Beef liver & Spinach with Pumpkin seeds,"Beef liver, Spinach, Pumpkin seeds"
Megaesophagus,Beef liver & Sweet potato with Sunflower seeds,"Beef liver, Sweet potato, Sunflower seeds"
Megaesophagus,Sardines & Spinach with Sunflower seeds,"Sardines, Spinach, Sunflower seeds"
Megaesophagus,Eggs with Spinach & Sweet potato,"Eggs, Spinach, Sweet potato"
Megaesophagus,Beef liver & Sardines Stew with Sweet potato,"Beef liver, Sardines, Sweet potato"
Megaesophagus,Beef liver & Eggs Stew with Spinach,"Beef liver, Eggs, Spinach"
Megaesophagus,Beef liver & Sweet potato with Pumpkin seeds,"Beef liver, Sweet potato, Pumpkin seeds"
Megaesophagus,Sardines & Spinach with Pumpkin seeds,"Sardines, Spinach, Pumpkin seeds"
Megaesophagus,Eggs & Spinach with Sunflower seeds,"Eggs, Spinach, Sunflower seeds"
Megaesophagus,Mackerel with Spinach & Sweet potato,"Mackerel, Spinach, Sweet potato"
Hydrocephalus,Salmon with Spinach & Sweet potato,"Salmon, Spinach, Sweet potato"
Hydrocephalus,Salmon & Spinach with Cod liver oil,"Salmon, Spinach, Cod liver oil"
Hydrocephalus,Sardines & Sweet potato with Cod liver oil,"Sardines, Sweet potato, Cod liver oil"
Hydrocephalus,Sardines with Spinach & Sweet potato,"Sardines, Spinach, Sweet potato"
Hydrocephalus,Salmon & Sardines Stew with Spinach,"Salmon, Sardines, Spinach"
Hydrocephalus,Salmon & Spinach with Sunflower seeds,"Salmon, Spinach, Sunflower seeds"
Hydrocephalus,Salmon & Sweet potato with Cod liver oil,"Salmon, Sweet potato, Cod liver oil"
Hydrocephalus,Sardines & Spinach with Cod liver oil,"Sardines, Spinach, Cod liver oil"
Hydrocephalus,Mackerel with Spinach & Sweet potato,"Mackerel, Spinach, Sweet potato"
Hydrocephalus,Salmon & Sardines Stew with Sweet potato,"Salmon, Sardines, Sweet potato"
Hydrocephalus,Salmon & Mackerel Stew with Spinach,"Salmon, Mackerel, Spinach"
Hydrocephalus,Salmon & Spinach with Brazil nuts,"Salmon, Spinach, Brazil nuts"
Hydrocephalus,Salmon & Sweet potato with Sunflower seeds,"Salmon, Sweet potato, Sunflower seeds"
Hydrocephalus,Sardines & Spinach with Sunflower seeds,"Sardines, Spinach, Sunflower seeds"
Hydrocephalus,Mackerel & Spinach with Cod liver oil,"Mackerel, Spinach, Cod liver oil"
Atopy,Salmon & Broccoli Chickpeas Stew,"Salmon, Broccoli, Chickpeas"
Atopy,Salmon & Kale Chickpeas Stew,"Salmon, Kale, Chickpeas"
Atopy,Sardines & Broccoli Chickpeas Stew,"Sardines, Broccoli, Chickpeas"
Atopy,Sardines & Kale Chickpeas Stew,"Sardines, Kale, Chickpeas"
Atopy,Mackerel & Spinach Chickpeas Stew,"Mackerel, Spinach, Chickpeas"
Atopy,Mackerel & Sweet potato Chickpeas Stew,"Mackerel, Sweet potato, Chickpeas"
Atopy,Herring & Spinach Chickpeas Stew,"Herring, Spinach, Chickpeas"
Atopy,Herring & Sweet potato Chickpeas Stew,"Herring, Sweet potato, Chickpeas"
Atopy,Oysters & Chickpeas Stew,"Oysters, Chickpeas"
Atopy,Beef & Chickpeas Stew,"Beef, Chickpeas"
Atopy,Oysters & Blueberries Bowl,"Oysters, Blueberries"
Atopy,Beef & Blueberries Bowl,"Beef, Blueberries"
Atopy,Salmon & Broccoli Bowl with Blueberries,"Salmon, Broccoli, Blueberries"
Atopy,Salmon & Spinach Chickpeas Stew,"Salmon, Spinach, Chickpeas"
Atopy,Mackerel & Broccoli Chickpeas Stew,"Mackerel, Broccoli, Chickpeas"
Demodicosis/ Demodectic mange,Oysters & Spinach Chickpeas Stew,"Oysters, Spinach, Chickpeas"
Demodicosis/ Demodectic mange,Oysters & Sweet potato Chickpeas Stew,"Oysters, Sweet potato, Chickpeas"
Demodicosis/ Demodectic mange,Beef & Spinach Chickpeas Stew,"Beef, Spinach, Chickpeas"
Demodicosis/ Demodectic mange,Beef & Sweet potato Chickpeas Stew,"Beef, Sweet potato, Chickpeas"
Demodicosis/ Demodectic mange,Salmon & Broccoli Chickpeas Stew,"Salmon, Broccoli, Chickpeas"
Demodicosis/ Demodectic mange,Salmon & Bell pepper Chickpeas Stew,"Salmon, Bell pepper, Chickpeas"
Demodicosis/ Demodectic mange,Sardines & Broccoli Chickpeas Stew,"Sardines, Broccoli, Chickpeas"
Demodicosis/ Demodectic mange,Sardines & Bell pepper Chickpeas Stew,"Sardines, Bell pepper, Chickpeas"
Demodicosis/ Demodectic mange,Mackerel & Kale Chickpeas Stew,"Mackerel, Kale, Chickpeas"
Demodicosis/ Demodectic mange,Herring & Kale Chickpeas Stew,"Herring, Kale, Chickpeas"
Demodicosis/ Demodectic mange,Mackerel & Chickpeas Stew,"Mackerel, Chickpeas"
Demodicosis/ Demodectic mange,Herring & Chickpeas Stew,"Herring, Chickpeas"
Demodicosis/ Demodectic mange,Tuna & Chickpeas Stew,"Tuna, Chickpeas"
Demodicosis/ Demodectic mange,Chicken & Chickpeas Stew,"Chicken, Chickpeas"
Demodicosis/ Demodectic mange,Tuna & Blueberries Bowl,"Tuna, Blueberries"
Dermatomyositis and ulcerative dermatosis,Salmon & Spinach Chickpeas Stew,"Salmon, Spinach, Chickpeas"
Dermatomyositis and ulcerative dermatosis,Salmon & Sweet potato Chickpeas Stew,"Salmon, Sweet potato, Chickpeas"
Dermatomyositis and ulcerative dermatosis,Sardines & Spinach Chickpeas Stew,"Sardines, Spinach, Chickpeas"
Dermatomyositis and ulcerative dermatosis,Sardines & Sweet potato Chickpeas Stew,"Sardines, Sweet potato, Chickpeas"
Dermatomyositis and ulcerative dermatosis,Mackerel & Broccoli Chickpeas Stew,"Mackerel, Broccoli, Chickpeas"
Dermatomyositis and ulcerative dermatosis,Mackerel & Bell pepper Chickpeas Stew,"Mackerel, Bell pepper, Chickpeas"
Dermatomyositis and ulcerative dermatosis,Herring & Broccoli Chickpeas Stew,"Herring, Broccoli, Chickpeas"
Dermatomyositis and ulcerative dermatosis,Herring & Bell pepper Chickpeas Stew,"Herring, Bell pepper, Chickpeas"
Dermatomyositis and ulcerative dermatosis,Oysters & Kale Chickpeas Stew,"Oysters, Kale, Chickpeas"
Dermatomyositis and ulcerative dermatosis,Beef & Kale Chickpeas Stew,"Beef, Kale, Chickpeas"
Dermatomyositis and ulcerative dermatosis,Oysters & Chickpeas Stew,"Oysters, Chickpeas"
Dermatomyositis and ulcerative dermatosis,Beef & Chickpeas Stew,"Beef, Chickpeas"
Dermatomyositis and ulcerative dermatosis,Tuna & Chickpeas Stew,"Tuna, Chickpeas"
Dermatomyositis and ulcerative dermatosis,Chicken & Chickpeas Stew,"Chicken, Chickpeas"
Dermatomyositis and ulcerative dermatosis,Tuna & Blueberries Bowl,"Tuna, Blueberries"
Fold dermatitis/pyoderma,Oysters & Spinach Chickpeas Stew,"Oysters, Spinach, Chickpeas"
Fold dermatitis/pyoderma,Oysters & Sweet potato Chickpeas Stew,"Oysters, Sweet potato, Chickpeas"
Fold dermatitis/pyoderma,Beef & Spinach Chickpeas Stew,"Beef, Spinach, Chickpeas"
Fold dermatitis/pyoderma,Beef & Sweet potato Chickpeas Stew,"Beef, Sweet potato, Chickpeas"
Fold dermatitis/pyoderma,Salmon & Carrot Chickpeas Stew,"Salmon, Carrot, Chickpeas"
Fold dermatitis/pyoderma,Salmon & Kale Chickpeas Stew,"Salmon, Kale, Chickpeas"
Fold dermatitis/pyoderma,Sardines & Carrot Chickpeas Stew,"Sardines, Carrot, Chickpeas"
Fold dermatitis/pyoderma,Sardines & Kale Chickpeas Stew,"Sardines, Kale, Chickpeas"
Fold dermatitis/pyoderma,Mackerel & Pumpkin Chickpeas Stew,"Mackerel, Pumpkin, Chickpeas"
Fold dermatitis/pyoderma,Herring & Pumpkin Chickpeas Stew,"Herring, Pumpkin, Chickpeas"
Fold dermatitis/pyoderma,Mackerel & Chickpeas Stew,"Mackerel, Chickpeas"
Fold dermatitis/pyoderma,Herring & Chickpeas Stew,"Herring, Chickpeas"
Fold dermatitis/pyoderma,Beef liver & Chickpeas Stew,"Beef liver, Chickpeas"
Fold dermatitis/pyoderma,Oysters & Carrot Chickpeas Stew,"Oysters, Carrot, Chickpeas"
Fold dermatitis/pyoderma,Salmon & Spinach Chickpeas Stew,"Salmon, Spinach, Chickpeas"
German shepherd pyoderma,Oysters & Spinach Chickpeas Stew,"Oysters, Spinach, Chickpeas"
German shepherd pyoderma,Oysters & Sweet potato Chickpeas Stew,"Oysters, Sweet potato, Chickpeas"
German shepherd pyoderma,Beef & Spinach Chickpeas Stew,"Beef, Spinach, Chickpeas"
German shepherd pyoderma,Beef & Sweet potato Chickpeas Stew,"Beef, Sweet potato, Chickpeas"
German shepherd pyoderma,Salmon & Carrot Chickpeas Stew,"Salmon, Carrot, Chickpeas"
German shepherd pyoderma,Salmon & Pumpkin Chickpeas Stew,"Salmon, Pumpkin, Chickpeas"
German shepherd pyoderma,Sardines & Carrot Chickpeas Stew,"Sardines, Carrot, Chickpeas"
German shepherd pyoderma,Sardines & Pumpkin Chickpeas Stew,"Sardines, Pumpkin, Chickpeas"
German shepherd pyoderma,Mackerel & Chickpeas Stew,"Mackerel, Chickpeas"
German shepherd pyoderma,Herring & Chickpeas Stew,"Herring, Chickpeas"
German shepherd pyoderma,Beef liver & Chickpeas Stew,"Beef liver, Chickpeas"
German shepherd pyoderma,Chicken breast & Chickpeas Stew,"Chicken breast, Chickpeas"
German shepherd pyoderma,Turkey & Chickpeas Stew,"Turkey, Chickpeas"
German shepherd pyoderma,Eggs & Chickpeas Stew,"Eggs, Chickpeas"
German shepherd pyoderma,Lean beef & Chickpeas Stew,"Lean beef, Chickpeas"
sebaceous adenitis,Salmon & Carrot Chickpeas Stew,"Salmon, Carrot, Chickpeas"
sebaceous adenitis,Salmon & Sweet potato Chickpeas Stew,"Salmon, Sweet potato, Chickpeas"
sebaceous adenitis,Sardines & Carrot Chickpeas Stew,"Sardines, Carrot, Chickpeas"
sebaceous adenitis,Sardines & Sweet potato Chickpeas Stew,"Sardines, Sweet potato, Chickpeas"
sebaceous adenitis,Mackerel & Kale Chickpeas Stew,"Mackerel, Kale, Chickpeas"
sebaceous adenitis,Mackerel & Pumpkin Chickpeas Stew,"Mackerel, Pumpkin, Chickpeas"
sebaceous adenitis,Herring & Kale Chickpeas Stew,"Herring, Kale, Chickpeas"
sebaceous adenitis,Herring & Pumpkin Chickpeas Stew,"Herring, Pumpkin, Chickpeas"
sebaceous adenitis,Beef liver & Spinach Chickpeas Stew,"Beef liver, Spinach, Chickpeas"
sebaceous adenitis,Oysters & Spinach Chickpeas Stew,"Oysters, Spinach, Chickpeas"
sebaceous adenitis,Beef liver & Chickpeas Stew,"Beef liver, Chickpeas"
sebaceous adenitis,Oysters & Chickpeas Stew,"Oysters, Chickpeas"
sebaceous adenitis,Beef & Chickpeas Stew,"Beef, Chickpeas"
sebaceous adenitis,Salmon & Kale Chickpeas Stew,"Salmon, Kale, Chickpeas"
sebaceous adenitis,Mackerel & Carrot Chickpeas Stew,"Mackerel, Carrot, Chickpeas"
seborrhea,Salmon & Carrot Chickpeas Stew,"Salmon, Carrot, Chickpeas"
seborrhea,Salmon & Sweet potato Chickpeas Stew,"Salmon, Sweet potato, Chickpeas"
seborrhea,Sardines & Carrot Chickpeas Stew,"Sardines, Carrot, Chickpeas"
seborrhea,Sardines & Sweet potato Chickpeas Stew,"Sardines, Sweet potato, Chickpeas"
seborrhea,Mackerel & Pumpkin Chickpeas Stew,"Mackerel, Pumpkin, Chickpeas"
seborrhea,Mackerel & Spinach Chickpeas Stew,"Mackerel, Spinach, Chickpeas"
seborrhea,Herring & Pumpkin Chickpeas Stew,"Herring, Pumpkin, Chickpeas"
seborrhea,Herring & Spinach Chickpeas Stew,"Herring, Spinach, Chickpeas"
seborrhea,Oysters & Chickpeas Stew,"Oysters, Chickpeas"
seborrhea,Beef & Chickpeas Stew,"Beef, Chickpeas"
seborrhea,Beef liver & Chickpeas Stew,"Beef liver, Chickpeas"
seborrhea,Salmon & Pumpkin Chickpeas Stew,"Salmon, Pumpkin, Chickpeas"
seborrhea,Mackerel & Carrot Chickpeas Stew,"Mackerel, Carrot, Chickpeas"
seborrhea,Salmon with Carrot & Sweet potato,"Salmon, Carrot, Sweet potato"
seborrhea,Salmon & Carrot with Pumpkin seeds,"Salmon, Carrot, Pumpkin seeds"
zinc-responsive dermatosis,Oysters & Carrot Chickpeas Stew,"Oysters, Carrot, Chickpeas"
zinc-responsive dermatosis,Oysters & Sweet potato Chickpeas Stew,"Oysters, Sweet potato, Chickpeas"
zinc-responsive dermatosis,Beef & Carrot Chickpeas Stew,"Beef, Carrot, Chickpeas"
zinc-responsive dermatosis,Beef & Sweet potato Chickpeas Stew,"Beef, Sweet potato, Chickpeas"
zinc-responsive dermatosis,Beef liver & Kale Chickpeas Stew,"Beef liver, Kale, Chickpeas"
zinc-responsive dermatosis,Beef liver & Pumpkin Chickpeas Stew,"Beef liver, Pumpkin, Chickpeas"
zinc-responsive dermatosis,Salmon & Kale Chickpeas Stew,"Salmon, Kale, Chickpeas"
zinc-responsive dermatosis,Salmon & Pumpkin Chickpeas Stew,"Salmon, Pumpkin, Chickpeas"
zinc-responsive dermatosis,Sardines & Chickpeas Stew,"Sardines, Chickpeas"
zinc-responsive dermatosis,Mackerel & Chickpeas Stew,"Mackerel, Chickpeas"
zinc-responsive dermatosis,Herring & Chickpeas Stew,"Herring, Chickpeas"
zinc-responsive dermatosis,Oysters & Kale Chickpeas Stew,"Oysters, Kale, Chickpeas"
zinc-responsive dermatosis,Beef liver & Carrot Chickpeas Stew,"Beef liver, Carrot, Chickpeas"
zinc-responsive dermatosis,Oysters with Carrot & Sweet potato,"Oysters, Carrot, Sweet potato"
zinc-responsive dermatosis,Oysters & Carrot with Pumpkin seeds,"Oysters, Carrot, Pumpkin seeds"
lethal acrodermatitis,Oysters & Carrot Chickpeas Stew,"Oysters, Carrot, Chickpeas"
lethal acrodermatitis,Oysters & Sweet potato Chickpeas Stew,"Oysters, Sweet potato, Chickpeas"
lethal acrodermatitis,Beef & Carrot Chickpeas Stew,"Beef, Carrot, Chickpeas"
lethal acrodermatitis,Beef & Sweet potato Chickpeas Stew,"Beef, Sweet potato, Chickpeas"
lethal acrodermatitis,Beef liver & Pumpkin Chickpeas Stew,"Beef liver, Pumpkin, Chickpeas"
lethal acrodermatitis,Beef liver & Spinach Chickpeas Stew,"Beef liver, Spinach, Chickpeas"
lethal acrodermatitis,Salmon & Pumpkin Chickpeas Stew,"Salmon, Pumpkin, Chickpeas"
lethal acrodermatitis,Salmon & Spinach Chickpeas Stew,"Salmon, Spinach, Chickpeas"
lethal acrodermatitis,Sardines & Chickpeas Stew,"Sardines, Chickpeas"
lethal acrodermatitis,Mackerel & Chickpeas Stew,"Mackerel, Chickpeas"
lethal acrodermatitis,Chicken breast & Chickpeas Stew,"Chicken breast, Chickpeas"
lethal acrodermatitis,Turkey & Chickpeas Stew,"Turkey, Chickpeas"
lethal acrodermatitis,Eggs & Chickpeas Stew,"Eggs, Chickpeas"
lethal acrodermatitis,Lean beef & Chickpeas Stew,"Lean beef, Chickpeas"
lethal acrodermatitis,Oysters & Pumpkin Chickpeas Stew,"Oysters, Pumpkin, Chickpeas"
ichthyosis,Beef liver & Carrot Chickpeas Stew,"Beef liver, Carrot, Chickpeas"
